,age,hrswork1,uhrswork,incwage,ran,wageW,LwageW,educ
432-1,23,40,40,2005,0.75051561,100.25,4.607667066,12
433-1,23,40,40,5005,1.588648185,131.7105263,4.880606532,12
434-1,26,38,38,3005,0.750986859,85.85714286,4.452684785,12
435-1,35,40,40,14045,1.588782296,270.0961538,5.598778021,19
436-1,37,23,23,4505,0.45745587,86.63461538,4.461699451,17
437-1,40,16,16,5005,1.002683304,96.25,4.566948973,16
438-1,27,40,40,19245,1.230890863,370.0961538,5.913762847,14
439-1,23,40,40,10005,0.458001159,200.1,5.298817242,12
440-1,22,40,30,8005,0.458023045,153.9423077,5.036577907,16
441-1,50,40,72,10505,0.037759542,525.25,6.26387434,12
442-1,29,38,40,13205,0.75140316,253.9423077,5.537107106,17
443-1,26,60,55,13645,0.038025435,262.4038462,5.569884715,17
444-1,23,40,40,8235,0.038097613,164.7,5.104125637,13
445-1,36,40,40,16005,1.499512233,307.7884615,5.729412734,14
446-1,52,30,30,3405,1.589525957,94.58333333,4.54948128,11
447-1,37,5,4,4185,0.038575381,110.1315789,4.701675823,18
448-1,33,40,40,25005,1.589642372,480.8653846,6.175587365,16
449-1,22,0,15,2455,1.231894363,70.14285714,4.250533979,9
450-1,38,40,40,11805,1.5898454,227.0192308,5.425034731,16
451-1,39,40,40,11005,1.590030268,211.6346154,5.354861275,12
452-1,32,40,40,9505,1.590117346,182.7884615,5.208329536,16
453-1,21,40,40,5005,0.364003703,2502.5,7.825045511,12
454-1,33,15,15,1505,1.480224542,60.2,4.097672352,12
455-1,52,22,38,6005,1.232638024,150.125,5.01146828,12
456-1,60,40,40,6795,1.232675277,161.7857143,5.086272708,12
457-1,45,40,40,9755,0.752625521,250.1282051,5.521973607,12
458-1,47,38,38,7055,1.590237021,135.6730769,4.910248146,12
459-1,49,40,40,10005,0.040351413,192.4038462,5.259596528,12
460-1,63,48,48,14005,0.04043011,269.3269231,5.595925969,14
461-1,28,40,40,6005,0.753216911,115.4807692,4.749104016,12
462-1,23,24,40,3285,1.993229147,164.25,5.101389657,13
463-1,31,55,60,15405,1.925407909,350.1136364,5.858257777,19
464-1,26,40,40,6005,0.229906291,115.4807692,4.749104016,12
465-1,25,26,46,1605,1.591089182,41.15384615,3.717317389,12
466-1,21,20,15,575,1.234116964,35.9375,3.581781319,14
467-1,18,80,24,45,1.925574616,22.5,3.113515309,12
468-1,30,35,35,11505,0.040991697,221.25,5.399293284,12
469-1,57,40,40,11185,1.900442876,215.0961538,5.371085155,11
470-1,27,40,24,605,1.591293141,75.625,4.325786916,16
471-1,27,0,40,3585,1.900467556,149.375,5.006459923,12
472-1,40,30,30,11275,1.234999392,313.1944444,5.746824226,16
473-1,64,40,35,24005,1.502434257,480.1,6.173994416,12
474-1,23,30,38,3005,1.502454281,125.2083333,4.829979017,17
475-1,24,20,20,5395,1.235191245,107.9,4.681204872,14
476-1,19,38,38,5175,0.041613821,161.71875,5.085858715,12
477-1,53,35,35,8585,0.586907845,165.0961538,5.106528055,13
478-1,36,40,40,17165,1.290367916,330.0961538,5.799383987,12
479-1,34,40,40,10685,1.591954846,237.4444444,5.469933678,13
480-1,44,30,32,6005,0.461086631,115.4807692,4.749104016,14
481-1,40,40,40,6205,1.592305489,206.8333333,5.331913316,12
482-1,21,47,40,9005,1.901370473,173.1730769,5.154291539,14
483-1,29,0,8,2005,0.755197834,57.28571429,4.048051278,14
484-1,39,40,40,11005,0.04256703,211.6346154,5.354861275,14
485-1,48,40,40,7805,1.995606348,150.0961538,5.011276114,12
486-1,57,10,20,95,1.235963777,95,4.553876892,10
487-1,23,40,40,8005,0.587558374,153.9423077,5.036577907,12
488-1,29,40,40,9135,0.042837579,175.6730769,5.16862475,12
489-1,21,40,32,8005,0.462091062,181.9318182,5.203631992,9
490-1,19,48,40,1955,1.592606306,130.3333333,4.870095271,12
491-1,24,40,40,7005,1.236300915,134.7115385,4.90313574,13
492-1,32,40,40,7305,0.838467851,228.28125,5.430578421,12
493-1,53,40,40,24005,1.504066866,461.6346154,6.134773702,12
494-1,62,10,10,1205,1.592786051,23.17307692,3.142991127,8
495-1,45,40,40,21005,0.75622648,477.3863636,6.16832615,20
496-1,35,40,40,15005,0.963748433,288.5576923,5.664895039,12
497-1,28,40,40,19215,1.996431034,369.5192308,5.912202784,16
498-1,43,0,40,5855,1.236588694,112.5961538,4.723807557,12
499-1,21,20,20,6005,1.236826647,150.125,5.01146828,12
500-1,21,48,40,3645,1.593224704,70.09615385,4.249867926,0
501-1,50,12,20,3005,0.757200178,60.1,4.096009842,12
502-1,39,31,30,5205,0.04388066,136.9736842,4.919788821,14
503-1,39,40,14,2805,0.368572772,100.1785714,4.606954308,13
504-1,34,40,32,8005,1.237028278,174.0217391,5.159180229,11
505-1,53,50,40,12005,1.593459398,230.8653846,5.44183479,12
506-1,54,43,40,15005,0.589078758,288.5576923,5.664895039,15
507-1,25,35,35,12505,1.593573485,240.4807692,5.482640125,15
508-1,50,40,40,7895,1.593660563,151.8269231,5.022741208,12
509-1,24,39,18,8005,1.237357967,153.9423077,5.036577907,12
510-1,27,40,40,5505,0.75804675,110.1,4.701389044,12
511-1,26,0,40,12445,1.59379933,327.5,5.791488055,16
512-1,21,40,40,4265,1.775490586,85.3,4.446174454,10
513-1,27,38,38,9105,0.463951845,175.0961538,5.165335274,12
514-1,18,8,8,305,0.044902787,20.33333333,3.012261576,11
515-1,22,40,40,7725,0.758386217,148.5576923,5.000973383,12
516-1,35,40,40,48005,0.590790063,923.1730769,6.827816733,20
517-1,37,50,60,12005,0.045122113,230.8653846,5.44183479,11
518-1,35,0,20,1005,1.237885561,35.89285714,3.58053831,12
519-1,37,0,40,18635,0.758761074,690.1851852,6.536959946,16
520-1,57,25,25,4805,1.59436278,92.40384615,4.526168603,8
521-1,50,41,41,20005,0.591182616,384.7115385,5.952493803,12
522-1,61,40,40,6145,1.998332795,170.6944444,5.139875084,8
523-1,26,40,40,12795,1.23830419,255.9,5.544786743,12
524-1,21,0,40,245,1.835573465,40.83333333,3.709498741,12
525-1,19,40,40,3005,1.594644506,83.47222222,4.424513909,12
526-1,56,40,40,3205,0.37011737,160.25,5.076735096,10
527-1,51,40,40,10125,1.59484148,194.7115385,5.271519173,12
528-1,22,37,40,12405,1.999399625,238.5576923,5.474611178,12
529-1,58,40,40,5855,1.485913061,112.5961538,4.723807557,12
530-1,40,36,40,9515,0.046285801,182.9807692,5.209381061,12
531-1,19,35,35,2505,1.507025678,125.25,4.83031174,12
532-1,32,23,24,2905,0.465275254,85.44117647,4.447828145,12
533-1,55,40,40,10005,0.046559144,192.4038462,5.259596528,12
534-1,46,32,40,3005,1.295111142,273.1818182,5.610137574,16
535-1,38,40,60,36905,1.00366585,1476.2,7.297226497,20
536-1,29,13,40,9005,0.760052353,180.1,5.193512252,12
537-1,28,40,40,11005,1.906760503,211.6346154,5.354861275,12
538-1,54,48,40,1005,0.046942849,62.8125,4.140154098,6
539-1,33,40,40,8005,1.595620066,170.3191489,5.137674024,12
540-1,23,0,45,3505,0.760950614,269.6153846,5.596996442,13
541-1,36,36,40,4505,1.239625737,90.1,4.500920165,11
542-1,41,40,40,4805,1.239717007,92.40384615,4.526168603,7
543-1,54,40,40,13505,1.239747275,270.1,5.598792261,12
544-1,23,40,40,10005,0.968293753,192.4038462,5.259596528,12
545-1,24,40,40,6635,0.047402456,132.7,4.888090941,13
546-1,34,35,40,5005,1.596454065,200.2,5.299316867,16
547-1,35,6,4,905,1.240278129,22.625,3.11905549,16
548-1,47,40,40,12005,0.466843136,300.125,5.704199055,12
549-1,37,40,40,9905,0.968653243,190.4807692,5.249551241,12
550-1,20,8,8,655,1.487577334,26.2,3.265759411,12
551-1,28,40,40,8005,1.596888993,153.9423077,5.036577907,14
552-1,22,48,40,8675,0.047960784,170.0980392,5.136374972,14
553-1,64,40,40,4805,0.29704487,94.21568627,4.545586689,6
554-1,18,40,40,4205,0.96914079,140.1666667,4.942832191,11
555-1,24,50,40,9205,0.594315585,177.0192308,5.176258375,16
556-1,35,36,12,12005,0.969403889,255.4255319,5.542930907,12
557-1,39,40,40,13235,0.969437417,270.1020408,5.598799817,12
558-1,24,16,32,305,1.241387799,19.0625,2.947723054,12
559-1,23,40,40,12005,0.969552435,1000.416667,6.908171859,11
560-1,46,40,40,7005,1.241403632,134.7115385,4.90313574,12
561-1,30,27,30,3005,1.597804949,88.38235294,4.481672322,13
562-1,33,20,20,2505,0.048429705,59.64285714,4.088374395,17
563-1,51,39,39,9395,0.969807152,180.6730769,5.196689193,11
564-1,37,40,40,17005,0.048744492,327.0192308,5.790018979,12
565-1,28,45,45,6005,1.598288771,115.4807692,4.749104016,6
566-1,57,40,40,7005,1.935170963,134.7115385,4.90313574,8
567-1,28,38,40,9005,0.595164951,173.1730769,5.154291539,16
568-1,62,30,30,1005,1.658804249,25.125,3.223863366,8
569-1,29,40,40,2865,0.595267862,110.1923077,4.702227091,6
570-1,50,40,40,6005,1.242377795,120.1,4.788324729,10
571-1,28,40,40,14005,0.763551798,311.2222222,5.740507198,12
572-1,31,40,40,11965,1.598857343,230.0961538,5.438497282,15
573-1,51,41,48,10015,0.049074646,196.372549,5.280013615,5
574-1,31,46,40,9605,1.840715297,200.1041667,5.298838064,16
575-1,31,0,40,11505,1.599245239,244.787234,5.500389401,12
576-1,27,7,12,4005,0.4689903,77.01923077,4.344055141,9
577-1,48,30,30,5785,0.469036866,111.25,4.711779921,10
578-1,22,0,35,10005,0.596476253,192.4038462,5.259596528,12
579-1,60,40,40,17725,1.243424602,340.8653846,5.831487633,14
580-1,28,40,40,10005,1.243438106,625.3125,6.438251525,13
581-1,50,40,40,15005,0.596861821,288.5576923,5.664895039,12
582-1,22,40,40,12005,1.909627113,230.8653846,5.44183479,15
583-1,27,40,40,10505,0.59700245,210.1,5.347583608,12
584-1,21,0,40,13005,0.764566474,250.0961538,5.521845459,16
585-1,46,40,39,11505,1.600202639,221.25,5.399293284,12
586-1,40,40,40,11005,1.243940555,211.6346154,5.354861275,16
587-1,53,35,35,6505,1.243995503,125.0961538,4.829082672,12
588-1,35,25,30,6125,1.244041603,170.1388889,5.136615097,16
589-1,24,38,38,6005,1.600421499,115.4807692,4.749104016,17
590-1,41,2,10,305,0.050227158,8.472222222,2.136792838,12
591-1,59,40,45,40005,1.244500745,1000.125,6.907880271,20
592-1,22,38,38,9005,1.244638115,173.1730769,5.154291539,13
593-1,30,40,40,10005,1.910411753,192.4038462,5.259596528,16
594-1,33,40,40,17005,0.920264516,404.8809524,6.003593079,16
595-1,20,32,40,1205,1.244973857,150.625,5.014793304,14
596-1,61,0,40,11265,0.598453917,216.6346154,5.378212134,11
597-1,29,40,40,9005,1.842685975,173.1730769,5.154291539,12
598-1,30,47,43,6805,0.051051378,130.8653846,4.874169197,13
599-1,57,45,45,7525,1.388357021,144.7115385,4.974742371,10
600-1,25,27,40,10145,0.972790644,195.0961538,5.273492534,12
601-1,19,20,20,1005,0.921116211,19.32692308,2.961499102,12
602-1,30,40,40,5175,0.59873797,258.75,5.555862345,17
603-1,47,42,39,10005,1.516523771,200.1,5.298817242,12
604-1,19,40,40,7435,1.787581947,142.9807692,4.96271014,12
605-1,32,40,40,7205,0.301836524,138.5576923,4.93128679,10
606-1,32,40,43,12005,0.051642302,245,5.501258211,13
607-1,21,35,40,4005,1.601915341,125.15625,4.829562957,14
608-1,32,40,40,1455,1.601928379,145.5,4.980176087,12
609-1,19,30,30,2005,0.471041538,52.76315789,3.96581318,12
610-1,29,40,40,355,1.602014992,8.875,2.183238335,0
611-1,40,50,50,38505,0.242001843,740.4807692,6.607299663,20
612-1,24,40,40,13305,1.676327083,255.8653846,5.544651465,14
613-1,18,40,30,1005,0.766740181,28.71428571,3.357394759,11
614-1,37,40,40,10005,1.246489119,192.4038462,5.259596528,10
615-1,34,42,40,10005,0.599643216,204.1836735,5.319019949,12
616-1,53,40,40,3475,1.783755608,124.1071429,4.821145248,7
617-1,35,40,40,4555,0.052441377,130.1428571,4.868632748,12
618-1,22,0,48,1805,0.302921049,150.4166667,5.013409221,12
619-1,21,38,40,14005,0.599888619,269.3269231,5.595925969,14
620-1,24,40,40,11905,0.303296838,228.9423077,5.43347004,16
621-1,37,40,40,4965,0.76760957,310.3125,5.737579854,15
622-1,42,35,35,21275,0.974709168,531.875,6.276408499,16
623-1,28,37,38,3445,1.246811356,137.8,4.925803359,12
624-1,35,40,45,8245,1.51522737,158.5576923,5.066118516,12
625-1,42,20,20,5005,1.247011125,208.5416667,5.340138861,14
626-1,45,40,40,17005,0.600680709,472.3611111,6.157743759,16
627-1,21,40,40,5005,0.600734726,125.125,4.829313238,13
628-1,47,38,38,14155,0.975220464,272.2115385,5.606579479,16
629-1,52,40,40,9495,0.053343363,182.5961538,5.207276905,13
630-1,49,0,40,4155,1.604409888,207.75,5.336335434,11
631-1,30,40,40,6705,1.515810844,128.9423077,4.859365077,14
632-1,31,24,32,3505,1.604469493,292.0833333,5.67703915,11
633-1,57,40,40,35905,0.768615399,690.4807692,6.537388122,12
634-1,59,40,40,7505,1.24769425,150.1,5.011301739,6
635-1,46,13,13,905,0.850107521,25.13888889,3.224416005,12
636-1,24,44,40,10195,1.604982652,208.0612245,5.337832385,12
637-1,60,15,15,545,1.516177785,45.41666667,3.815879145,12
638-1,43,4,10,1955,1.664746087,37.59615385,3.626901754,12
639-1,25,29,10,2005,0.769024715,38.55769231,3.652155621,7
640-1,19,35,35,6005,0.378935598,214.4642857,5.368143224,12
641-1,55,40,40,15755,0.769211445,302.9807692,5.713669336,12
642-1,21,34,40,8885,0.6023366,177.7,5.180096735,11
643-1,22,50,48,25305,0.054364093,527.1875,6.267556273,15
644-1,32,32,40,5805,0.76948572,118.4693878,4.774654596,12
645-1,44,40,40,18425,0.054482371,354.3269231,5.870219998,16
646-1,51,12,60,2005,1.915790606,200.5,5.300814247,14
647-1,46,38,38,13365,0.796670094,257.0192308,5.54915091,15
648-1,47,40,40,10805,0.474843662,207.7884615,5.33652055,12
649-1,25,40,40,7805,0.054654665,156.1,5.050496828,13
650-1,19,35,25,4005,0.769608188,77.01923077,4.344055141,12
651-1,44,35,35,7545,0.977411866,145.0961538,4.977396653,12
652-1,51,40,35,9805,0.054751523,188.5576923,5.23940402,11
653-1,33,40,40,11305,0.054761767,217.4038462,5.381756666,12
654-1,52,40,36,10145,0.054908451,195.0961538,5.273492534,8
655-1,28,0,40,1865,1.847158186,116.5625,4.75842761,13
656-1,31,40,40,8005,0.977749471,153.9423077,5.036577907,12
657-1,34,40,40,11805,0.380302779,327.9166667,5.792759511,16
658-1,18,40,40,4005,1.307074912,77.01923077,4.344055141,12
659-1,20,36,36,3365,1.249896362,64.71153846,4.169939523,12
660-1,63,40,40,5205,1.606801059,100.0961538,4.606131262,7
661-1,57,19,19,5555,0.476043671,106.8269231,4.671209983,12
662-1,29,4,24,1205,0.055599958,75.3125,4.321646124,16
663-1,60,40,40,15005,1.250385307,288.5576923,5.664895039,13
664-1,22,40,40,7005,0.97802747,134.7115385,4.90313574,15
665-1,23,65,40,5005,1.250863541,96.25,4.566948973,16
666-1,44,36,36,18565,1.607285347,464.125,6.140153912,18
667-1,40,40,40,13005,0.055927783,342.2368421,5.835503018,17
668-1,35,38,38,11005,0.978331082,211.6346154,5.354861275,12
669-1,53,12,48,14005,0.056171324,389.0277778,5.963650749,14
670-1,52,0,40,15165,0.604908448,291.6346154,5.675501702,12
671-1,31,38,38,10925,1.849056687,210.0961538,5.347565301,12
672-1,19,20,40,4405,1.917835791,100.1136364,4.606305904,12
673-1,59,40,40,13165,1.252089627,355.8108108,5.874399159,16
674-1,45,57,45,13005,0.979192089,295.5681818,5.688899544,8
675-1,59,40,40,7085,0.979260541,136.25,4.914491434,10
676-1,24,35,25,8005,0.732144341,200.125,5.298942171,14
677-1,45,43,43,7445,1.608212478,165.4444444,5.108635455,11
678-1,24,40,40,12005,1.608395483,230.8653846,5.44183479,14
679-1,19,44,40,7805,1.25250686,150.0961538,5.011276114,12
680-1,22,40,40,8505,0.24905568,163.5576923,5.097165786,12
681-1,26,40,40,6005,0.38195122,115.4807692,4.749104016,13
682-1,20,40,40,4505,1.520079095,140.78125,4.947207267,9
683-1,43,47,45,24305,1.608827617,467.4038462,6.147193651,16
684-1,43,30,30,6105,1.608839724,124.5918367,4.825043088,14
685-1,27,10,10,915,0.204251148,70.38461538,4.253974708,12
686-1,64,45,45,13495,0.057553407,259.5192308,5.558830807,11
687-1,41,40,40,8215,0.057655387,157.9807692,5.062473312,12
688-1,34,26,25,4405,0.38240524,88.1,4.478472533,12
689-1,20,40,40,1595,0.773082022,30.67307692,3.423385297,12
690-1,27,49,42,13005,0.478510745,250.0961538,5.521845459,13
691-1,20,30,30,4005,1.09108258,133.5,4.894101478,14
692-1,22,40,40,10955,0.057903584,210.6730769,5.350307533,12
693-1,27,40,40,14005,1.60961831,269.3269231,5.595925969,14
694-1,21,19,40,8005,1.609650441,153.9423077,5.036577907,12
695-1,35,25,25,925,1.795742195,40.2173913,3.694299522,14
696-1,39,40,40,13005,0.981409103,250.0961538,5.521845459,12
697-1,24,40,40,2945,1.852234825,92.03125,4.522128193,10
698-1,23,40,20,3005,1.945787575,115.5769231,4.749936309,10
699-1,55,20,20,10005,0.607902184,192.4038462,5.259596528,12
700-1,40,40,8,5005,0.058620702,139.0277778,4.934673753,12
701-1,53,45,48,19245,0.058640726,370.0961538,5.913762847,13
702-1,23,42,40,5005,0.058798585,96.25,4.566948973,12
703-1,28,0,40,8425,1.6104877,162.0192308,5.087715037,12
704-1,39,40,38,14825,0.05918555,285.0961538,5.652826505,13
705-1,52,18,20,145,0.608444214,4.264705882,1.450373218,6
706-1,37,8,40,5505,1.610556617,110.1,4.701389044,12
707-1,62,38,38,17275,1.610667445,332.2115385,5.80577193,14
708-1,19,40,40,9415,1.610920765,181.0576923,5.198815723,12
709-1,20,10,20,1975,0.609056093,49.375,3.899444223,14
710-1,27,40,40,8005,1.187347807,153.9423077,5.036577907,12
711-1,42,40,40,20005,0.982525758,384.7115385,5.952493803,12
712-1,61,27,24,2405,1.255318522,85.89285714,4.453100672,8
713-1,42,40,40,15005,0.060589518,288.5576923,5.664895039,12
714-1,18,20,20,1805,1.255494542,150.4166667,5.013409221,11
715-1,54,40,40,11005,0.060866587,289.6052632,5.668518834,17
716-1,50,48,48,13005,1.374239102,270.9375,5.601888167,8
717-1,28,40,40,2005,0.061217695,125.3125,4.830810618,13
718-1,34,19,31,6005,1.611769665,130.5434783,4.871706338,15
719-1,51,40,40,8365,1.693528146,160.8653846,5.080567895,12
720-1,18,25,30,7805,1.611873507,150.0961538,5.011276114,8
721-1,18,0,20,45,0.775692519,22.5,3.113515309,10
722-1,32,40,40,22455,1.612362918,431.8269231,6.068024867,20
723-1,43,34,35,5125,1.921372488,125,4.828313737,9
724-1,20,15,15,3065,0.610770192,58.94230769,4.07655913,13
725-1,22,0,25,3405,1.256481744,65.48076923,4.1817565,16
726-1,41,40,40,18845,0.062225387,362.4038462,5.892759187,12
727-1,25,40,40,10925,0.385439955,210.0961538,5.347565301,13
728-1,25,40,40,5005,0.062286388,96.25,4.566948973,8
729-1,54,40,40,13005,0.776305329,250.0961538,5.521845459,14
730-1,49,29,30,3505,1.61295943,125.1785714,4.829741289,12
731-1,31,40,40,15645,0.611439813,300.8653846,5.706662938,12
732-1,33,40,40,8275,0.482893549,206.875,5.332114746,12
733-1,26,0,35,4005,1.256992109,77.01923077,4.344055141,11
734-1,28,38,50,5655,0.385999214,157.0833333,5.05677645,14
735-1,38,11,11,1705,0.062869862,42.625,3.752440936,14
736-1,32,50,40,12505,0.985494349,250.1,5.521860838,13
737-1,26,35,42,7115,1.613385975,209.2647059,5.343599986,12
738-1,34,40,40,6005,1.524502877,115.4807692,4.749104016,9
739-1,23,38,38,8005,1.524562947,153.9423077,5.036577907,12
740-1,22,35,40,5005,0.612010714,125.125,4.829313238,12
741-1,39,52,46,12005,0.063404907,230.8653846,5.44183479,12
742-1,25,35,40,9885,1.257472206,190.0961538,5.247530017,7
743-1,40,0,38,16005,0.313929748,307.7884615,5.729412734,12
744-1,62,40,40,5725,0.98629063,110.0961538,4.70135411,8
745-1,28,40,40,5315,0.063681975,183.2758621,5.210992461,14
746-1,25,40,38,9005,0.063800719,180.1,5.193512252,14
747-1,51,40,40,5995,0.064240303,115.2884615,4.747437349,18
748-1,33,40,40,12505,1.79902371,250.1,5.521860838,12
749-1,25,40,40,8005,1.258258708,186.1627907,5.22662151,12
750-1,21,16,23,2985,0.612869859,62.1875,4.130154015,15
751-1,56,16,24,5525,1.950531732,552.5,6.314453433,17
752-1,38,37,35,5005,0.064545777,113.75,4.734003058,12
753-1,26,40,40,7785,1.258484554,149.7115385,5.008710366,13
754-1,26,0,40,555,0.987211708,11.5625,2.447767103,15
755-1,26,40,40,5005,1.095332205,119.1666667,4.780523073,9
756-1,45,38,38,9805,0.484771095,188.5576923,5.23940402,12
757-1,34,13,13,5005,0.064766034,104.2708333,4.646991681,16
758-1,61,24,35,11255,1.856596209,216.4423077,5.377324035,14
759-1,40,45,40,8845,1.259009354,170.0961538,5.136363888,12
760-1,20,22,25,5605,1.259017736,107.7884615,4.680170617,13
761-1,18,20,15,1145,0.778959598,38.16666667,3.641962534,11
762-1,25,40,40,5005,0.065510627,125.125,4.829313238,16
763-1,52,40,40,16005,1.952707767,307.7884615,5.729412734,12
764-1,46,37,37,11005,0.614145305,220.1,5.394081989,10
765-1,23,40,40,8005,0.779464841,200.125,5.298942171,14
766-1,18,40,40,4485,0.614263117,86.25,4.457250056,11
767-1,35,72,55,18005,0.779680442,346.25,5.847161058,13
768-1,18,45,40,4505,0.988679007,90.1,4.500920165,12
769-1,28,32,30,8115,0.065951142,156.0576923,5.050225761,12
770-1,20,40,40,7005,1.259841956,134.7115385,4.90313574,12
771-1,26,40,40,12005,1.615941059,292.804878,5.679506442,16
772-1,55,38,38,10525,1.259950455,202.4038462,5.31026494,12
773-1,24,40,40,17005,0.98936772,327.0192308,5.790018979,17
774-1,58,24,24,3605,0.066420995,69.32692308,4.238833331,12
775-1,62,40,40,18265,0.764586031,351.25,5.861498221,15
776-1,51,40,40,13005,0.066461973,250.0961538,5.521845459,12
777-1,31,47,40,6875,1.260719262,132.2115385,4.884403204,12
778-1,47,40,40,16245,0.486962497,312.4038462,5.74429673,13
779-1,32,46,40,15005,1.261164434,300.1,5.704115752,15
780-1,23,26,32,10125,1.261180267,194.7115385,5.271519173,14
781-1,18,0,38,1005,0.990418717,91.36363636,4.514847548,12
782-1,56,40,40,17165,0.390884466,330.0961538,5.799383987,10
783-1,23,0,40,5405,1.097482629,150.1388889,5.011560792,12
784-1,38,48,48,10005,0.616161153,192.4038462,5.259596528,8
